product_id,product_name,product_price,product_rating,product_seller,offer_price,stock_quantity,product_category,product_tags
3d41e3c7-323b-4980-8d9a-1aa2e80da280,Chef’s Apron + Charger,187.58,3.3,Jones Group,174.17,573,Home & Kitchen,"{chef’s,home,&,kitchen,charger,apron}"
a3aab25c-6043-47a0-a794-88f60651e07b,Resistance Bands Set Mini,110.38,1.8,Richards-Moore,82.42,988,Fitness,"{resistance,set,bands,fitness,mini}"
1a61eacb-0750-405a-b99d-c19142f08234,Wall Art Print - Black,147.08,4.5,Rhodes PLC,,408,Home & Decor,"{art,decor,print,wall,black,home,&}"
babaf4ca-fa50-42d1-9962-d28e591a0e99,Instant Film Camera - Compact,329.37,3.7,Smith-Brown,279.39,385,Photography,"{instant,camera,compact,film,photography}"
bda52080-7797-4c46-9b15-8bec3942f1ab,Portable Fire Pit with Case,265.95,2.3,Browning-Dixon,193.14,321,Outdoors,"{outdoors,case,portable,pit,fire,with}"
b4fe9746-2eae-425b-835c-f7f044310f55,Screen Protector - 2025 Edition,413.83,1.3,Bailey-Olsen,,649,Accessories,"{protector,2025,accessories,edition,screen}"
4c6a20dc-1a85-46f6-a8be-422f29c059db,Cooling Gel Pillow Mini,152.56,1.6,Winters LLC,139.93,481,Home & Kitchen,"{home,&,pillow,kitchen,mini,cooling,gel}"
b5ef1103-d9d4-428a-8793-39fdd4c1a7b3,Stainless Steel Knife Set + Charger,446.05,4.0,"Wheeler, Perez and Mcdonald",322.92,656,Home & Kitchen,"{knife,steel,set,stainless,home,&,kitchen,charger}"
a75a9846-622c-448b-ab0c-f4458ca60565,Portable Fire Pit - Red,349.54,3.9,Anderson LLC,,816,Outdoors,"{red,outdoors,portable,pit,fire}"
ef13ba08-475b-47a0-9c05-8e6d80da620a,Pet Hair Remover - White,441.61,3.9,Powers-Bridges,401.59,669,Pet Supplies,"{supplies,pet,hair,remover,white}"
60d89981-be17-4388-8553-5fef4829fd5b,Bathroom Scale with Case,438.34,4.5,Webster Group,,536,Health,"{health,scale,bathroom,case,with}"
90b8080a-47d6-48fd-8f51-a9d82484bed4,External SSD - White,37.07,2.2,Crawford PLC,34.45,52,Electronics,"{external,electronics,white,ssd}"
a5f93b57-dbc6-4190-a53f-b91b8605ac9d,Running Shoes - Red,347.32,3.2,Richardson Inc,302.34,805,Fitness,"{shoes,red,running,fitness}"
e84a8e7b-87f1-411c-878e-3c8b7685414a,Drawing Tablet Pro,168.76,4.1,Austin Inc,152.42,287,Electronics,"{drawing,tablet,pro,electronics}"
39692f95-f8ac-4955-a549-96f7211177d2,Noise Cancelling Earplugs Mini,339.57,3.8,Edwards and Sons,,891,Health,"{cancelling,health,earplugs,mini,noise}"
5d02f3d2-0de2-43f8-a800-4e14a94164ca,Windproof Lighter,463.65,1.5,"Mitchell, Chase and Sanders",,12,Outdoors,"{lighter,windproof,outdoors}"
5e541764-75d7-4448-96ed-7c34b67d591b,Resistance Bands Set - White,312.0,1.4,Lee-Jones,265.93,614,Fitness,"{resistance,set,bands,fitness,white}"
964a0c76-ea26-4b14-ab61-79703434c32d,Indoor Plant Grow Light - Black,392.48,1.2,"Grant, Young and Robinson",314.91,307,Gardening,"{plant,light,grow,black,gardening,indoor}"
d0ff0346-3286-46e4-89a6-bea370c1c31e,Mini Succulent Planter - Compact,498.45,3.3,Ball-Martinez,413.97,453,Home & Decor,"{planter,decor,compact,succulent,home,&,mini}"
8979d536-5a2f-47a9-bd67-1f999be97334,Wireless Doorbell - Black,213.89,2.8,Bautista LLC,,641,Home Improvement,"{wireless,improvement,black,home,doorbell}"
c2af5d14-d255-43ce-898a-39e03581aab8,Magnetic Charging Cable - Blue,219.59,3.4,Baird-Johnson,,588,Electronics,"{magnetic,blue,electronics,charging,cable}"
e0e39fe0-45f3-456f-89c7-17c3b3594353,Portable Tool Set - Black,323.76,4.8,Whitney PLC,,59,Tools,"{set,tools,tool,portable,black}"
a348875c-158a-46db-8ae0-e17c302435b9,Memory Foam Pillow,123.03,1.8,Garrett-Frank,101.58,743,Home & Kitchen,"{foam,home,&,pillow,memory,kitchen}"
7a48f659-a031-4dd7-960e-8aefc313446e,Essential Oil Set + Charger,443.56,2.3,Holmes-Hanson,,520,Beauty & Wellness,"{wellness,set,essential,oil,&,beauty,charger}"
1dbc7000-5f1d-45e2-8786-005e079a14ba,Travel Neck Pillow,248.67,4.8,Jacobs-Johnson,,889,Travel,"{travel,pillow,neck}"
01e740cf-3d6e-4507-acc2-c9436b49d407,Bluetooth Shower Speaker + Charger,239.1,4.3,"Scott, Brown and Guzman",209.44,306,Audio,"{speaker,charger,audio,bluetooth,shower}"
8dbc0dc4-867e-4e36-87f2-6402e7f26f7c,Bluetooth Headphones + Charger,186.2,1.8,Alvarez Ltd,173.8,13,Electronics,"{headphones,charger,bluetooth,electronics}"
5e3c34c7-c117-467a-af87-e1e941a68ee5,Bluetooth Headphones - Red,354.06,2.4,Green Group,,158,Electronics,"{headphones,bluetooth,electronics,red}"
a90892ff-7bbb-4ebc-8b02-cbf27cc7547d,Sleep Sound Machine v2,346.95,2.6,Ruiz PLC,310.39,954,Home & Wellness,"{wellness,v2,sleep,home,&,machine,sound}"
2626e33d-c224-4a54-bff1-f756eef68050,Portable Picnic Blanket v2,356.96,1.2,"Hudson, Clarke and Parker",272.43,116,Outdoors,"{v2,picnic,outdoors,blanket,portable}"
9c12977a-7f83-48f7-8b38-daa142450bc4,Clip-On Reading Light Pro,357.32,1.7,"Miller, Nelson and Brooks",334.7,522,Home & Decor,"{pro,decor,light,reading,home,&,clipon}"
c13a0176-4b7a-4069-95fc-7dd09bb2c16d,Resistance Bands Set - Large,151.26,4.2,Perez and Sons,,886,Fitness,"{resistance,set,bands,large,fitness}"
cadb141a-d4f0-408c-a1ea-b3c37babd29a,Essential Oil Set - Blue,117.84,1.6,"Baker, Lewis and Santiago",,84,Beauty & Wellness,"{wellness,set,essential,blue,oil,&,beauty}"
c43b213d-c5fb-4a94-85f5-4c39a4d93fb5,Hiking Backpack - 2025 Edition,295.92,1.3,Stewart-Gonzalez,241.39,553,Outdoors,"{edition,hiking,outdoors,2025,backpack}"
e63e5698-59d9-4e3c-9757-038a5f9ad4df,Windproof Lighter - Blue,168.77,1.0,"Smith, Brown and Cox",125.09,399,Outdoors,"{lighter,windproof,outdoors,blue}"
48c5dc36-7734-4d14-bde2-b96e9e0e2075,HD Monitor Max,244.94,2.9,Faulkner-Bates,,888,Electronics,"{monitor,hd,electronics,max}"
10f141af-1d85-40be-8cb1-3cf550d1e0bd,Wall Art Print - 2025 Edition,205.93,2.2,Thomas LLC,,368,Home & Decor,"{art,decor,2025,print,wall,home,&,edition}"
ff91cfff-15f0-4e69-b5ec-8f95445ca0f5,Gel Ink Pen Set - Red,116.06,1.8,"Khan, Steele and Hopkins",96.6,818,Office,"{red,set,office,ink,pen,gel}"
7d97f192-0627-4bd6-9bee-b91478bae678,Smartphone Ring Holder,208.15,4.1,"Kaiser, Fisher and Perry",,639,Accessories,"{accessories,ring,smartphone,holder}"
d248bdac-ed19-455f-8c98-7da7eae323c9,Hair Dryer Brush Pro,280.48,1.3,"Smith, Ortiz and Peterson",,529,Beauty & Wellness,"{wellness,pro,hair,dryer,brush,&,beauty}"
6d6f3983-3c17-4642-a24f-8148a2b05228,Eco-Friendly Lunch Box Mini,363.25,4.2,Ward-Perez,314.68,83,Home & Kitchen,"{lunch,box,home,&,kitchen,mini,ecofriendly}"
105debaa-04e6-4aa8-81de-9afad1b670e6,Embroidery Starter Kit - Large,389.89,2.0,Carney PLC,,865,Crafts,"{embroidery,crafts,large,starter,kit}"
95b145ec-b7b2-4729-a4e4-518599ceb272,Paint-by-Number Kit - Black,281.94,2.8,Sullivan-Robinson,,909,Crafts,"{paintbynumber,black,crafts,kit}"
14b77865-23df-4daf-b14d-fc2124ebb5d4,Fabric Shaver - Blue,254.59,1.4,"Khan, Martinez and Salas",222.24,111,Home & Kitchen,"{shaver,fabric,blue,home,&,kitchen}"
4066f1b0-4db5-41d7-974f-e4d34bf44629,Ergonomic Keyboard Mini,61.2,3.7,Lara Group,54.2,392,Office,"{keyboard,office,ergonomic,mini}"
dac97fbc-1d5b-4719-92c2-9f3e4327cda7,Wireless Doorbell - Blue,183.96,1.6,"Mclaughlin, Eaton and Williams",,830,Home Improvement,"{wireless,blue,improvement,home,doorbell}"
06878abd-cf08-4eb6-b0c4-8b09f505208b,Leather Journal Max,477.44,3.6,"Thornton, Terrell and Stevenson",409.11,70,Office,"{journal,office,max,leather}"
2bd07906-49ea-4401-835f-cb184326a689,Noise Cancelling Earplugs - White,153.79,2.7,Harvey-Pena,,210,Health,"{cancelling,health,earplugs,white,noise}"
06ac3405-73f7-4dc6-a6bb-29a82e64620c,Pet Hair Remover with Case,149.98,3.0,Spence Inc,128.34,460,Pet Supplies,"{supplies,pet,hair,remover,case,with}"
aaba20f2-e5a7-4f3a-b5a1-ee86280ebf8a,Smart Light Strip with Case,288.57,2.5,Melendez Ltd,,307,Home & Decor,"{decor,light,smart,case,home,&,strip,with}"
02b9d85c-650e-469c-b185-ac654a3dbd25,Silicone Baking Mat Pro,319.3,5.0,Baxter-Wilson,,385,Home & Kitchen,"{silicone,pro,mat,home,&,kitchen,baking}"
280280fe-ca00-408c-b5ad-2da1d6a8e3c6,Portable Fire Pit Pro,276.54,3.3,Raymond Ltd,,625,Outdoors,"{pro,outdoors,portable,pit,fire}"
5d8db479-db42-4372-a14d-acb46324b6fb,Pet Water Fountain Pro,350.9,4.9,Thompson-Dean,,313,Pet Supplies,"{pro,supplies,pet,fountain,water}"
134c8e72-0510-49b0-bafc-44c36a42a909,Fitness Tracker Watch - 2025 Edition,92.74,1.9,Wilson and Sons,78.28,683,Wearables,"{wearables,tracker,watch,2025,fitness,edition}"
e0156dcd-cd61-408b-947e-85e2068dba7b,Drawing Tablet with Case,87.44,2.3,"Barry, Edwards and Wilson",,161,Electronics,"{tablet,drawing,case,electronics,with}"
469f7bd1-8602-40d8-b09e-02505c78a1a4,Coloring Book for Adults - White,57.22,1.9,"Rodriguez, Kirk and Strickland",,619,Books,"{coloring,books,book,white,for,adults}"
fde056ee-292d-432b-8d36-ebfa9a1783f2,Customizable Keychain - 2025 Edition,133.07,1.7,Flynn-Cherry,117.43,360,Accessories,"{2025,accessories,keychain,edition,customizable}"
4bb03e79-7047-41cc-b65f-82d1d5bbdc3b,Cotton Bath Towel Mini,172.68,4.1,Dominguez PLC,,609,Home & Kitchen,"{cotton,bath,home,&,kitchen,mini,towel}"
5ecb9950-2cd5-4a6c-b98f-f7a33aecc25e,Portable Picnic Blanket + Charger,450.58,1.1,Martinez Inc,380.91,927,Outdoors,"{picnic,outdoors,blanket,portable,charger}"
ffd32ce1-01d5-4482-86e3-b70a1d147c5a,Hammock Chair v2,207.36,4.6,Gonzalez and Sons,,577,Outdoors,"{outdoors,hammock,chair,v2}"
9f396679-7726-415c-a879-cb34167346ba,Wireless Security Camera Max,138.93,3.0,Morales Group,98.85,358,Home Security,"{security,camera,wireless,home,max}"
3305e312-36e1-41e5-8dbe-3fd7abc98781,Memory Foam Pillow v2,106.81,2.5,"Vincent, Sanders and Wood",,382,Home & Kitchen,"{v2,foam,home,memory,pillow,&,kitchen}"
353daf67-4a04-428e-8826-18683f80e044,Wireless Mouse + Charger,427.38,3.7,Mills Inc,323.0,121,Electronics,"{charger,electronics,mouse,wireless}"
051c4cef-fbd3-4133-9029-4aae24ce266a,Instant Film Camera - Large,166.02,2.1,Mitchell Inc,144.96,452,Photography,"{instant,camera,large,film,photography}"
5acbd373-da2b-4072-b568-27c9f5d85ea4,Floating Bookshelf Pro,246.8,1.0,Bishop-Vasquez,,710,Home & Decor,"{pro,decor,bookshelf,home,&,floating}"
9f8b1878-8ac7-436e-8bac-3011a1f9c205,Magnetic Charging Cable Pro,462.16,4.8,Sanders LLC,396.89,287,Electronics,"{pro,magnetic,electronics,charging,cable}"
b9f54c54-434e-40d0-b91c-61d6d353f2e4,Bamboo Toothbrush with Case,167.59,3.2,Morales-Evans,,914,Personal Care,"{care,bamboo,case,personal,toothbrush,with}"
873ebd5c-41e2-470e-a6f7-1eecf7a663c5,Fitness Tracker Watch - 2025 Edition,112.44,4.5,Wilson-Oconnor,,451,Wearables,"{wearables,tracker,watch,2025,fitness,edition}"
b54b3a8b-c2a7-49e4-9465-799b5838f025,Wireless Security Camera Max,431.29,4.1,Buckley-Smith,,238,Home Security,"{security,camera,wireless,home,max}"
de57817f-aa6f-494b-91ee-fb76b78aff08,Instant Film Camera - Large,43.73,3.9,"Burnett, Roberts and Hall",,624,Photography,"{instant,camera,large,film,photography}"
bd175e7f-1aef-448a-be88-1fd7038904e5,Drawing Tablet + Charger,495.46,3.4,Fitzgerald PLC,434.81,947,Electronics,"{drawing,tablet,electronics,charger}"
6758d0e5-b880-4106-ae00-26a2bad7abc1,Noise Cancelling Earplugs - Compact,90.11,1.6,"Gutierrez, Hopkins and Lawrence",72.94,674,Health,"{cancelling,health,earplugs,compact,noise}"
a0661bac-0404-40d7-b784-630e5bf80123,Reusable Grocery Bags - Black,42.15,3.1,Scott PLC,,424,Eco-Friendly,"{grocery,bags,reusable,black,eco-friendly}"
82546d56-77e8-45a9-b4ee-b1bf4f07b6f6,Cordless Vacuum Pro,247.78,3.5,Velasquez Ltd,,856,Home & Kitchen,"{pro,home,&,kitchen,cordless,vacuum}"
7701ea00-d876-4416-9c15-8be84a30c274,Plush Stuffed Animal - Large,386.14,3.8,Miller-Maynard,,30,Toys,"{plush,large,toys,animal,stuffed}"
341f3508-55ad-4ab3-8a37-11e2b23a4241,Noise Cancelling Earplugs Mini,23.59,4.6,"Kelly, Evans and Wood",,62,Health,"{cancelling,health,earplugs,mini,noise}"
d6003f5b-54c1-4754-9a88-7e75179a2921,Webcam,187.44,4.0,Young PLC,,837,Electronics,"{electronics,webcam}"
c0aed7b4-57fe-43a3-8c0f-3b2ac857e23c,Cooling Gel Pillow - Large,402.52,4.0,Gordon-Jones,354.66,769,Home & Kitchen,"{large,home,&,pillow,kitchen,cooling,gel}"
bba440c2-aa46-4dae-a195-8c1ea632c2d2,Bluetooth Headphones - Red,284.87,2.0,"Aguilar, Wood and Day",,35,Electronics,"{headphones,bluetooth,electronics,red}"
dff19b51-a061-4b77-8825-f7786953ac7d,Clip-On Reading Light - 2025 Edition,395.77,2.6,"Harris, Rubio and Lyons",,203,Home & Decor,"{decor,light,2025,reading,home,&,edition,clipon}"
8ff1ceb1-4a08-4b24-8de8-fa7161d49005,Portable Blender with Case,470.98,2.0,"Allen, Kaufman and Miller",434.45,857,Home & Kitchen,"{blender,case,portable,home,&,kitchen,with}"
7844c4c5-cce9-4389-8f51-c583174ecb8a,Floating Bookshelf - Blue,47.45,3.0,Johnston-Duran,,419,Home & Decor,"{decor,blue,bookshelf,&,home,floating}"
6691e9e5-4cc1-4c99-a75e-8db5aa164990,Wrist Support Brace - White,357.92,4.6,Rodriguez-Harding,301.43,911,Health,"{support,health,brace,white,wrist}"
6e43ee8e-6275-4882-8455-a7d339a3ca7b,Wireless Security Camera with Case,34.99,4.2,Skinner-Cooper,27.7,346,Home Security,"{security,camera,wireless,case,home,with}"
a734b915-216b-45a6-b630-7906f340296f,Pet Water Fountain v2,239.94,4.9,Paul LLC,183.84,318,Pet Supplies,"{supplies,v2,pet,fountain,water}"
88e19302-a632-402c-9cc4-d4bb66263aff,Wireless Mouse v2,480.88,3.1,Scott PLC,442.12,574,Electronics,"{v2,mouse,wireless,electronics}"
4a8920c4-b852-4ca3-b022-19da6b11077d,Silicone Ice Cube Tray - White,357.38,2.9,"Patterson, Hughes and Carter",,778,Home & Kitchen,"{silicone,tray,home,&,kitchen,white,cube,ice}"
86863d8a-9e65-49da-b9dd-18fbc91435df,Paint-by-Number Kit - Blue,160.8,1.0,"Buckley, Johnson and Guzman",,978,Crafts,"{paintbynumber,crafts,kit,blue}"
00a596c6-00fb-4c82-b88b-45269cebe84c,Indoor Plant Grow Light Pro,289.43,1.8,Wallace-Mcdonald,,176,Gardening,"{plant,pro,light,grow,gardening,indoor}"
1cfe5819-3173-4517-95f4-a7bed8ebc6ae,Portable Speaker - Black,227.01,3.9,"Payne, Garcia and Pierce",,300,Audio,"{audio,portable,black,speaker}"
3e895704-301b-4c46-a47a-2791c89d5930,Detangling Hair Brush - Red,382.42,3.5,"Gardner, Miller and Michael",318.49,331,Beauty & Wellness,"{wellness,red,detangling,hair,brush,&,beauty}"
7d360c38-7d5c-4021-80d4-bb0d29988112,Cork Bulletin Board Max,405.22,4.0,"Clark, West and Hudson",304.74,175,Office,"{board,office,cork,bulletin,max}"
fc5bb868-9f80-4ce3-b679-6b522f9b8014,Camping Lantern v2,60.98,4.3,Smith Inc,48.08,210,Outdoors,"{lantern,outdoors,camping,v2}"
b5e3b52d-99ef-4c31-bae8-3be0ae0c266d,Fitness Tracker Watch - Compact,397.11,2.2,"Ibarra, Hart and Day",350.34,728,Wearables,"{wearables,tracker,watch,compact,fitness}"
d03fc03d-f095-42fc-b3a9-7997812b4654,Stainless Steel Knife Set v2,94.44,1.8,"Wilson, Williams and Doyle",,865,Home & Kitchen,"{knife,steel,set,v2,stainless,home,&,kitchen}"
eb2519fe-b38d-4e25-a7e8-e6532faf9ca3,Detangling Hair Brush - Black,270.32,1.8,Underwood and Sons,,993,Beauty & Wellness,"{wellness,detangling,hair,brush,black,&,beauty}"
ba680f35-c91a-4c23-8ee6-5c63eee5149f,Windproof Lighter + Charger,56.92,2.0,"Jones, Frank and Thomas",,498,Outdoors,"{lighter,windproof,outdoors,charger}"
0cdff94c-ffb4-49ab-84cf-78e9f1fe5a56,Laptop Stand + Charger,367.29,2.9,"Thompson, Johnson and Bates",,106,Office,"{charger,office,laptop,stand}"
eb6f05b2-58c5-4ead-a0be-10b575b0c529,Hammock Chair Mini,127.63,2.3,Kaufman and Sons,100.86,760,Outdoors,"{outdoors,hammock,chair,mini}"
c565b083-721f-40df-a173-1f9c28a1fde5,Magnetic Whiteboard - Blue,310.47,4.1,"Wagner, Walker and Thomas",,685,Office,"{whiteboard,magnetic,office,blue}"
3ecf1be3-46df-4f2e-9d27-0ca84a6543f6,Portable Speaker,465.01,2.9,Pollard-Johnson,380.11,885,Audio,"{audio,portable,speaker}"
8469a20a-efa9-426b-af9f-aef96e968330,Instant Film Camera - Compact,230.74,4.5,"Christensen, Navarro and Lara",162.35,52,Photography,"{instant,camera,compact,film,photography}"
f587866b-e43d-4b02-86ae-746380fc0c20,Cotton Bath Towel - Black,103.76,2.4,"Miller, Campbell and Harmon",87.14,50,Home & Kitchen,"{cotton,bath,black,home,&,kitchen,towel}"
5865e79b-b8af-41f0-a58c-830ac6131a86,Standing Desk Converter,258.6,3.4,Cortez-Robinson,,169,Office,"{standing,converter,office,desk}"
85bcc2b8-ed40-4cd2-9469-51f9573e21b4,Electric Kettle Mini,262.77,4.3,Lopez LLC,,205,Home & Kitchen,"{home,&,kettle,kitchen,mini,electric}"
e16b2d40-a93d-4357-b62f-435c3c560bf5,Hiking Backpack with Case,437.92,1.9,Nash-Burnett,,465,Outdoors,"{hiking,outdoors,case,backpack,with}"
b4236563-d6c8-45a4-812d-df95aab4f93b,Smartphone Ring Holder Pro,119.36,2.5,Kim-Malone,97.11,272,Accessories,"{pro,smartphone,accessories,holder,ring}"
b53c2cdd-1bf3-4977-9a4d-df9dc69d8f63,Popsocket Grip Pro,396.69,2.6,Gould PLC,,836,Accessories,"{popsocket,grip,pro,accessories}"
c4ae44cf-6757-49dd-b6bb-f928bb082cb2,Embroidery Starter Kit v2,444.35,3.1,Jordan-Davis,389.71,980,Crafts,"{embroidery,crafts,v2,starter,kit}"
4abc3b5e-fd32-4731-bcf7-ac5bd6cd5502,Bluetooth Headphones with Case,312.6,1.2,"Morris, Fields and Thompson",,993,Electronics,"{case,electronics,headphones,bluetooth,with}"
7ef60cf4-0db7-41de-8041-c275ac03990a,Electric Heating Pad - Black,433.55,1.5,Li-Gilbert,382.93,89,Health,"{health,heating,black,pad,electric}"
e6040c85-dd4c-44a4-adf1-e34b86c7a27b,Electric Wine Opener v2,141.22,3.8,Williams Ltd,,131,Home & Kitchen,"{v2,wine,home,&,kitchen,opener,electric}"
6df568a9-c69c-4434-a572-2c92a0dd6071,USB-C Charger with Case,195.57,1.7,James and Sons,,756,Electronics,"{case,electronics,charger,usbc,with}"
c72ef53d-3cef-4635-8ec6-2ebfebedda70,Portable Tool Set - Large,342.57,1.6,Martin and Sons,,949,Tools,"{set,tools,tool,large,portable}"
96250c90-7326-4a0e-8a5d-b1159f424757,USB-C Charger v2,378.61,2.5,"Wright, Lee and Ramirez",282.42,844,Electronics,"{charger,v2,usbc,electronics}"
8927835a-fdc2-453c-88d5-3a1656f84b4d,Electric Wine Opener - Blue,408.38,4.7,Stewart LLC,,938,Home & Kitchen,"{wine,blue,home,&,kitchen,opener,electric}"
8a5a8dad-abe3-40de-8cb4-ba13212a6771,Velvet Throw Blanket - Blue,173.34,4.5,Benson-Jackson,129.7,162,Home & Decor,"{velvet,throw,decor,blanket,blue,home,&}"
bf5287aa-f0ed-4e8b-a548-5b6719a8dadf,Popsocket Grip - White,264.78,3.8,"Meyer, Harris and Howard",,107,Accessories,"{popsocket,grip,accessories,white}"
dc711dfe-7b54-48f4-b1ff-dd3543a5bd18,Smartphone Tripod Max,21.43,4.9,"Perez, Weaver and Williams",19.43,675,Photography,"{tripod,photography,smartphone,max}"
c2dad7e0-e689-44bf-91ff-ecd905156540,Camping Lantern + Charger,22.31,1.5,"Klein, Case and Reynolds",,729,Outdoors,"{lantern,charger,camping,outdoors}"
3773d56f-cc48-4a37-82e8-5846e185b8fd,Scented Candles - Blue,109.79,1.1,Parker-Sloan,79.01,697,Home & Decor,"{decor,blue,home,&,scented,candles}"
